order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
65,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=50,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=429,"The back of the body is dark, in contrast to the red legs and pale belly.",http://archive.fieldmuseum.org/tanzania/Key_Images/Heliosciurus_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=51,"The back of the body is lighter, and the legs do not contrast as much with the body.",http://archive.fieldmuseum.org/tanzania/Key_Images/Heliosciurus_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
63,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=49,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=427,A.  The dorsal pelage is ashy grey.B.  There is a ring of pure white hairs around eye.C.  The dorsal side of the hind foot is pale.D.  The skull is less than 50 mm.E.  The interorbital breadth is less than 15 mm.F.  The upper toothrow is under 9 mm.,http://archive.fieldmuseum.org/tanzania/Key_Images/Heliosciurus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=50,"A.  The dorsal pelage has either shades of yellow or red (sometimes dark), but is not ashy grey.B.  There is no ring of pure white hairs around eye.C.  The dorsal side of the hind foot is darker.D.  The skull is greater than 50 mm.E.  The interorbital breadth is greater than 15 mm.F.  The upper toothrow is greater than 9 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Heliosciurus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
71,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=433,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_boehmi_433_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_boehmi_433_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_boehmi_433.jpg,,Paraxerus,,
73,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=436,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_lucifer_436_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_lucifer_436_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_lucifer_436.jpg,,Paraxerus,,
75,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=438,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_palliatus_438_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_palliatus_438_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_palliatus_438.jpg,,Paraxerus,,
77,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=439,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_vexillarius_439_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_vexillarius_439_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_vexillarius_439.jpg,,Paraxerus,,
79,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=437,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_ochraceus_437_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_ochraceus_437_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_ochraceus_437.jpg,,Paraxerus,,
80,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=434,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_cepapi_434_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_cepapi_434_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_cepapi_434.jpg,,Paraxerus,,
78,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=48,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=437,"There is a lateral stripe (sometimes indistinct) on the sides, and the fur on the underside is the colour of ash.",http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_5a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=434,"There is no lateral stripe on the sides, and the fur on the underside is whitish.",http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_5b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
76,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=47,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=439,There is one light ring on each hair of the back.,http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=48,There is more than one light ring on each hair of the back.,http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_4b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
74,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=46,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=438,"The tail is red, the rest of the body is dark.",http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=47,There is no pattern of a red tail and dark body.,http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
72,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=45,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=436,The body is mostly red with some black on the back.,http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=46,Parts of body may be red (particularly the tail) but there is no pattern of black on a red background on the back.,http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
70,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=44,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=433,"This key to Paraxerus is adopted from Amtmann, 1975.There is at least two black stripes, separated by lighter coloured hair between, on back or sides.",http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=45,"This key to Paraxerus is adopted from Amtmann, 1975.There are no stripes on back or sides.",http://archive.fieldmuseum.org/tanzania/Key_Images/Paraxerus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Select', 'Select']",,,©R. Banasiak | ©R. Banasiak
62,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=11,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=49,"On either side of the upper jaw, there are 4 teeth behind the incisor.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=44,"On either side of the upper jaw, there are 5 teeth behind the incisor.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_11b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
60,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=10,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=440,There is no projection of bone just in front of the cheekteeth on either side of the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=11,"On either side of the upper jaw, just in front of the cheekteeth, there is a projection of bone.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_10b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
58,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=9,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=73,The bony palate extends past the last teeth in the upper jaw by at least the length of one tooth.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_9a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=10,The bony palate does not extend significantly beyond the last teeth in the upper jaw.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_9b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
82,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=72,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_72a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_72b.jpg,"['There are 4 species recorded from Tanzania: Graphiurus lorraineus, Graphiurus microtis, Graphiurus murinus and Graphiurus parvus.  These rodents are often found in houses and are recognizable by the very bushy tail.']",Graphiurus,,©B. Stanley | ©P. Lai
83,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=590,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_A_derbianus_590_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_A_derbianus_590_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_A_derbianus_590.jpg,,Anomalurus,,
81,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=8,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=72,"A.  The front ends of the nasal bones extend past the upper incisors significantly.
B.  The greatest length of the skull is shorter than 35 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_8a.jpg,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=590,"A.  The front ends of the nasal bones do not extend past the upper incisors significantly.
B.  The greatest length of the skull is longer than 35 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_8b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
57,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=7,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=9,"A.  There is a sharp pointed process sticking out over the orbit (it may be very small).
B.  The infra-orbital canal is no larger in cross-sectional area than the surface area of the largest tooth behind the upper incisors.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_7a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=8,"A.  There is no sharp pointed process sticking out over the orbit (it may be very small).
B.  The infra-orbital canal is larger in cross-sectional area than the surface area of the largest tooth behind the upper incisors.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_7b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & P. Lai', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©R. Banasiak & P. Lai
53,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=5,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=6,The upper incisors extend past the front tip of the nasal bone significantly when viewing the skull from the side.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=7,The upper incisors do not extend past the front tip of the nasal bone significantly when viewing the skull from the side.,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_5b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
47,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=3,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=4,"A.  The greatest length of the skull is longer than 75 mm.
B.  The infraorbital canal is very large.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=5,"A.  The greatest length of the skull is shorter than 75 mm.
B.  The infraorbital canal is very small.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_3b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & P. Lai', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©R. Banasiak & P. Lai
43,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=2,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=58,There are 3 grooves on the front face of each upper incisor. ,http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=3,"If the front face of each upper incisor is grooved, there is no more than one groove.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_2b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Select', 'Select']",,,©P.Lai | ©P.Lai
85,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=474,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_imhausi_474_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_imhausi_474_b.jpg,,Lophiomys,,
87,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=77,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_77a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_77b.jpg,['There is 1 species recorded from Tanzania: Tachyoryctes daemon.  The actual number of species within the genus is still unknown.  The orange incisors are a very distinctive feature of this burrowing rodent.'],Tachyoryctes,,©B. Stanley | ©P. Lai
90,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=80,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_80a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_80b.jpg,"['There are 4 species recorded from Tanzania: Otomys anchietae, Otomys angoniensis, Otomys denti and Otomys typus.  The shaggy nature of the fur and the structure of the cheekteeth are distinctive.']",Otomys,,©B. Stanley | ©P. Lai
92,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=504,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_G_pusillus_504_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_G_pusillus_504_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_G_pusillus_504.jpg,,Gerbillus,,
94,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=507,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_T_harringtoni_507_b.jpg,,Taterillus,,
95,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=84,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_84a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_84b.jpg,"['There are 6 species recorded in Tanzania: Tatera boehmi, Tatera inclusa, Tatera leucogaster, Tatera nigricauda and Tatera valida.  These rodents are sometimes called the naked-soled gerbils, because of the lack of hair on the soles of the hind feet.  Differentiation among the different species within this genus is difficult.']",Tatera,,©P. Lai | ©P. Lai
93,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=16,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=507,"In the upper jaw, the rear incisive foramina extend from the back of the middle teeth to the front of the first teeth in the toothrows behind the incisors. ",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_16a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=84,"In the upper jaw, the rear incisive foramina extend from the back of the middle teeth to the middle of the first teeth in the toothrows behind the incisors. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_16b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Select', 'Select']",,,©P. Lai | ©P. Lai
91,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=41,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/Species.asp?ID=504,"The mastoid bones are inflated, such that you can see them when you look down on the skull.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_41a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=16,"The mastoid bones are not inflated, and are not visible when you look down on the skull.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_41b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©P. Lai', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©P. Lai
89,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=15,Option-page,Section: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end.asp?ID=80,"On either side of the upper jaw, the last tooth is the largest of the teeth behind the incisor.",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_15a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey.asp?catalog=1&setion=15&key=41,"On either side of the upper jaw, the last tooth is the smallest of the teeth behind the incisor.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_15b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & P. Lai', 'Select', 'Select']",,,©R. Banasiak & P. Lai | ©R. Banasiak & P. Lai
